title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
NAD+ and sirtuins in aging and disease.,Imai S; Guarente L,2014.0,Trends in cell biology,,24786309.0,https://pubmed.ncbi.nlm.nih.gov/24786309/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Longevity, aging and rapamycin.",Ehninger D; Neff F; Xie K,2014.0,Cellular and molecular life sciences : CMLS,,25015322.0,https://pubmed.ncbi.nlm.nih.gov/25015322/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fasting or caloric restriction for Healthy Aging,Anton Stephen; Leeuwenburgh Christiaan,2013.0,Experimental Gerontology,10.1016/j.exger.2013.04.011,,https://doi.org/10.1016/j.exger.2013.04.011,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Metformin retards aging in C. elegans by altering microbial folate and methionine metabolism.,Cabreiro F; Au C; Leung KY; Vergara-Irigaray N; Cochemé HM; Noori T; Weinkove D; Schuster E,2013.0,Cell,,23540700.0,https://pubmed.ncbi.nlm.nih.gov/23540700/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,metformin,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fasting or caloric restriction for healthy aging.,Anton S; Leeuwenburgh C,2013.0,Experimental gerontology,,23639403.0,https://pubmed.ncbi.nlm.nih.gov/23639403/,"Editorial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The NAD(+)/Sirtuin Pathway Modulates Longevity through Activation of Mitochondrial UPR and FOXO Signaling.,Mouchiroud L; Houtkooper RH; Moullan N; Katsyuba E; Ryu D; Cantó C; Mottis A; Jo YS,2013.0,Cell,,23870130.0,https://pubmed.ncbi.nlm.nih.gov/23870130/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,mitochondrial_function; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Declining NAD(+) induces a pseudohypoxic state disrupting nuclear-mitochondrial communication during aging.,Gomes AP; Price NL; Ling AJ; Moslehi JJ; Montgomery MK; Rajman L; White JP; Teodoro JS,2013.0,Cell,,24360282.0,https://pubmed.ncbi.nlm.nih.gov/24360282/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,mitochondrial_function; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Once again on rapamycin-induced insulin resistance and longevity: despite of or owing to,Blagosklonny Mikhail V.,2012.0,Aging,10.18632/aging.100461,,https://doi.org/10.18632/aging.100461,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Rapamycin as longevity enhancer and cancer preventative agent in the context of p53 deficiency,Donehower Lawrence A.,2012.0,Aging,10.18632/aging.100494,,https://doi.org/10.18632/aging.100494,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
On the Nonspecific Degradation of NAD+ to Nicotinamide Riboside,Brenner Charles,2011.0,Journal of Biological Chemistry,10.1074/jbc.l110.217885,,https://doi.org/10.1074/jbc.l110.217885,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Aging and exercise.,Allen J; Morelli V,2011.0,Clinics in geriatric medicine,,22062447.0,https://pubmed.ncbi.nlm.nih.gov/22062447/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"History of Caloric Restriction, Aging and Longevity",Masoro Edward J.,2010.0,"Calorie Restriction, Aging and Longevity",10.1007/978-90-481-8556-6_1,,https://doi.org/10.1007/978-90-481-8556-6_1,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Safety of resistance training in the elderly,Sagiv Michael,2009.0,European Review of Aging and Physical Activity,10.1007/s11556-009-0047-8,,https://doi.org/10.1007/s11556-009-0047-8,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Caloric restriction and intermittent fasting: Two potential diets for successful brain aging,Martin Bronwen; Mattson Mark P.; Maudsley Stuart,2006.0,Ageing Research Reviews,10.1016/j.arr.2006.04.002,,https://doi.org/10.1016/j.arr.2006.04.002,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Can Short-Term Dietary Restriction and Fasting Have a Long-Term Anticarcinogenic Effect?,Klebanov Simon,2006.0,Interdisciplinary Topics in Gerontology,10.1159/000096562,,https://doi.org/10.1159/000096562,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical activity and health in an ageing workforce,CARLSON J,2004.0,Optimizing Exercise and Physical Activity in Older People,10.1016/b978-0-7506-5479-1.50007-8,,https://doi.org/10.1016/b978-0-7506-5479-1.50007-8,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Mechanisms of the anti-aging action of caloric restriction,Masoro Edward J.,2002.0,Caloric Restriction,10.1016/b978-044451162-1/50006-0,,https://doi.org/10.1016/b978-044451162-1/50006-0,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Evolution of the anti-aging action of caloric restriction,Masoro Edward J.,2002.0,Caloric Restriction,10.1016/b978-044451162-1/50007-2,,https://doi.org/10.1016/b978-044451162-1/50007-2,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Endogenous oxidative stress: relationship to aging, longevity and caloric restriction",Barja Gustavo,2002.0,Ageing Research Reviews,10.1016/s1568-1637(02)00008-9,,https://doi.org/10.1016/s1568-1637(02)00008-9,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Proteolysis, caloric restriction and aging",Merker K,2001.0,Mechanisms of Ageing and Development,10.1016/s0047-6374(01)00219-6,,https://doi.org/10.1016/s0047-6374(01)00219-6,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Influence of physical exercise on aging rats: I. Life-long exercise preserves patterns of spontaneous activity,Skalicky Monika; Bubna-Littitz Hermann; Viidik Andrus,1996.0,Mechanisms of Ageing and Development,10.1016/0047-6374(96)01707-1,,https://doi.org/10.1016/0047-6374(96)01707-1,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Influence of physical exercise on aging rats: II. Life-long exercise delays aging of tail tendon collagen,Viidik Andrus; Nielsen Hanne Melgaard; Skalicky Monika,1996.0,Mechanisms of Ageing and Development,10.1016/0047-6374(96)01729-0,,https://doi.org/10.1016/0047-6374(96)01729-0,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
