title,authors,year,journal,doi,pmid,source,is_preprint,study_design,species_model,sample_size,age_sex,disease_status,intervention_name,intervention_class,dose_intensity,duration,comparator,outcome_exact,ageing_domain_category,effect_direction,effect_size,uncertainty_measure,follow_up_time,mechanism,mechanism_directness,extraction_confidence,missingness_flag,ambiguity_notes,claim_score,claim_category
"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Islam MT; Tuday E; Allen S; Kim J; Trott DW; Holland WL; Donato AJ; Lesniewski LA,2023.0,Aging cell,,36637079.0,pubmed,False,animal_experiment,unclear,,,,senolytics,senolytics,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence; inflammaging,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Social heterochronic parabiosis.,Won CW,2023.0,Archives of gerontology and geriatrics,,36641938.0,pubmed,False,unclear_or_metadata_only,unclear,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,2.0,speculative_or_hype_heavy
Increased cellular senescence in doxorubicin-induced murine ovarian injury: effect of senolytics.,Gao Y; Wu T; Tang X; Wen J; Zhang Y; Zhang J; Wang S,2023.0,GeroScience,,36648735.0,pubmed,False,in_vitro_study,animal,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.5,promising_but_incomplete
Harnessing matrix stiffness to engineer a bone marrow niche for hematopoietic stem cell rejuvenation.,Zhang X; Cao D; Xu L; Xu Y; Gao Z; Pan Y; Jiang M; Wei Y,2023.0,Cell stem cell,,37028404.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
Cancer prevention with rapamycin.,Blagosklonny MV,2023.0,Oncotarget,,37057884.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Senolytic vaccination improves normal and pathological age-related phenotypes and increases lifespan in progeroid mice.,Suda M; Shimizu I; Katsuumi G; Yoshida Y; Hayashi Y; Ikegami R; Matsumoto N; Yoshida Y,2021.0,Nature aging,,37117524.0,pubmed,False,animal_experiment,animal,,,,senolytics,senolytics,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.0,promising_but_incomplete
Effect of long-term caloric restriction on DNA methylation measures of biological aging in healthy adults from the CALERIE trial.,Waziry R; Ryan CP; Corcoran DL; Huffman KM; Kobor MS; Kothari M; Graf GH; Kraus VB,2023.0,Nature aging,,37118425.0,pubmed,False,RCT_or_clinical_trial,human,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,11.0,promising_but_incomplete
Heterochronic parabiosis reprograms the mouse brain transcriptome by shifting aging signatures in multiple cell types.,Ximerakis M; Holton KM; Giadone RM; Ozek C; Saxena M; Santiago S; Adiconis X; Dionne D,2023.0,Nature aging,,37118429.0,pubmed,False,animal_experiment,animal,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,3.5,speculative_or_hype_heavy
Targeting the biology of aging with mTOR inhibitors.,Mannick JB; Lamming DW,2023.0,Nature aging,,37142830.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Evaluation of off-label rapamycin use to promote healthspan in 333 adults.,Kaeberlein TL; Green AS; Haddad G; Hudson J; Isman A; Nyquist A; Rosen BS; Suh Y,2023.0,GeroScience,,37191826.0,pubmed,False,unclear_or_metadata_only,human,,,,rapamycin_mtor,rapamycin_mtor,,,,healthspan,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Prolonged fasting times reap greater geroprotective effects when combined with caloric restriction in adult female mice.,Duregon E; Fernandez ME; Martinez Romero J; Di Germanio C; Cabassa M; Voloshchuk R; Ehrlich-Mora MR; Moats JM,2023.0,Cell metabolism,,37437544.0,pubmed,False,animal_experiment,animal,,,,caloric_restriction,caloric_restriction; fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Sirtuin family in autoimmune diseases.,Tao Z; Jin Z; Wu J; Cai G; Yu X,2023.0,Frontiers in immunology,,37483618.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The Beneficial and Adverse Effects of Autophagic Response to Caloric Restriction and Fasting.,Shabkhizan R; Haiaty S; Moslehian MS; Bazmani A; Sadeghsoltani F; Saghaei Bagheri H; Rahbarghazi R; Sakhinia E,2023.0,"Advances in nutrition (Bethesda, Md.)",,37527766.0,pubmed,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction; fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Editorial: Sarcopenia and frailty: the role of physical activity for better aging.,Sampaio RAC; Sewo Sampaio PY; Capelo LP; Uchida MC; Arai H,2023.0,Frontiers in public health,,38026303.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
"Mechanisms, pathways and strategies for rejuvenation through epigenetic reprogramming.",Cipriano A; Moqri M; Maybury-Lewis SY; Rogers-Hammond R; de Jong TA; Parker A; Rasouli S; Schöler HR,2024.0,Nature aging,,38102454.0,pubmed,False,animal_experiment,unclear,,,,reprogramming,reprogramming,,,,rejuvenation,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,3.5,speculative_or_hype_heavy
Nutrition and dietary restrictions in cancer prevention.,Mishra A; Giuliani G; Longo VD,2024.0,Biochimica et biophysica acta. Reviews on cancer,,38147966.0,pubmed,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The influence of the gut microbiome on ovarian aging.,Huang F; Cao Y; Liang J; Tang R; Wu S; Zhang P; Chen R,2024.0,Gut microbes,,38170622.0,pubmed,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Epigenetic reprogramming as a key to reverse ageing and increase longevity.,Pereira B; Correia FP; Alves IA; Costa M; Gameiro M; Martins AP; Saraiva JA,2024.0,Ageing research reviews,,38272265.0,pubmed,False,unclear_or_metadata_only,unclear,,,,reprogramming,reprogramming,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,3.5,speculative_or_hype_heavy
Targeting ageing with rapamycin and its derivatives in humans: a systematic review.,Lee DJW; Hodzic Kuerec A; Maier AB,2024.0,The lancet. Healthy longevity,,38310895.0,pubmed,False,unclear_or_metadata_only,human,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Sirtuins in kidney health and disease.,Perico L; Remuzzi G; Benigni A,2024.0,Nature reviews. Nephrology,,38321168.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The therapeutic perspective of NAD(+) precursors in age-related diseases.,Iqbal T; Nakagawa T,2024.0,Biochemical and biophysical research communications,,38340651.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Fasting-mimicking diet causes hepatic and blood markers changes indicating reduced biological age and disease risk.,Brandhorst S; Levine ME; Wei M; Shelehchi M; Morgan TE; Nayak KS; Dorff T; Hong K,2024.0,Nature communications,,38378685.0,pubmed,False,RCT_or_clinical_trial,human,,,,fasting,fasting,,,,biological age,biological_ageing_biomarker,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.5,promising_but_incomplete
Gene Therapy-Mediated Partial Reprogramming Extends Lifespan and Reverses Age-Related Changes in Aged Mice.,Macip CC; Hasan R; Hoznek V; Kim J; Lu YR; Metzger LE 4th; Sethna S; Davidsohn N,2024.0,Cellular reprogramming,,38381405.0,pubmed,False,animal_experiment,animal,,,,reprogramming,reprogramming,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,epigenetic_alterations,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.0,promising_but_incomplete
Effect of gut microbiome modulation on muscle function and cognition: the PROMOTe randomised controlled trial.,Ni Lochlainn M; Bowyer RCE; Moll JM; García MP; Wadge S; Baleanu AF; Nessa A; Sheedy A,2024.0,Nature communications,,38424099.0,pubmed,False,RCT_or_clinical_trial,human,,,,microbiome,microbiome,,,,cognition,healthspan_functional_ageing,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,12.0,supported_for_healthspan_related_benefit
Intermittent fasting and longevity: From animal models to implication for humans.,Strilbytska O; Klishch S; Storey KB; Koliada A; Lushchak O,2024.0,Ageing research reviews,,38499159.0,pubmed,False,unclear_or_metadata_only,human,,,,fasting,fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
Targeting Cell Senescence and Senolytics: Novel Interventions for Age-Related Endocrine Dysfunction.,Suda M; Paul KH; Tripathi U; Minamino T; Tchkonia T; Kirkland JL,2024.0,Endocrine reviews,,38500373.0,pubmed,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.5,biomarker_or_preclinical_evidence
A specific enterotype derived from gut microbiome of older individuals enables favorable responses to immune checkpoint blockade therapy.,Zhu X; Huang X; Hu M; Sun R; Li J; Wang H; Pan X; Ma Y,2024.0,Cell host & microbe,,38513657.0,pubmed,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Depleting myeloid-biased haematopoietic stem cells rejuvenates aged immunity.,Ross JB; Myers LM; Noh JJ; Collins MM; Carmody AB; Messer RJ; Dhuey E; Hasenkrug KJ,2024.0,Nature,,38538791.0,pubmed,False,in_vitro_study,cellular,,,,stem_cell,stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.5,speculative_or_hype_heavy
Small extracellular vesicles from young plasma reverse age-related functional declines by improving mitochondrial energy metabolism.,Chen X; Luo Y; Zhu Q; Zhang J; Huang H; Kan Y; Li D; Xu M,2024.0,Nature aging,,38627524.0,pubmed,False,in_vitro_study,cellular,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,mitochondrial_function,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,4.0,speculative_or_hype_heavy
Senolytic and senomorphic agent procyanidin C1 alleviates structural and functional decline in the aged retina.,Liu Y; Liu X; Chen X; Yang Z; Chen J; Zhu W; Li Y; Wen Y,2024.0,Proceedings of the National Academy of Sciences of the United States of America,,38657052.0,pubmed,False,unclear_or_metadata_only,unclear,,,,senolytics,senolytics,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Health Benefits of Intermittent Fasting.,Reddy BL; Reddy VS; Saier MH Jr,2024.0,Microbial physiology,,38955141.0,pubmed,False,unclear_or_metadata_only,unclear,,,,fasting,fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.0,biomarker_or_preclinical_evidence
