source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",92e02099820e1a5abed7b417a004dcd2,"Parabiosis modeling: protocol, application and perspectives.",,Yang C; Liu ZL; Wang J; Bu XL; Wang YJ; Xiang Y,2021.0,Zoological research,,33723928.0,,https://pubmed.ncbi.nlm.nih.gov/33723928/,Historical Article; Journal Article; Review,False,2026-04-23T01:41:54,pmid:33723928.0,parabiosis modeling protocol application and perspectives
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",1c85bc4424eedd16ac2a793e0d7361bb,[Physical exercise impact on variables related to emotional and functional well-being in older adults].,,Belmonte Darraz S; González-Roldán AM; de María Arrebola J; Montoro-Aguilar CI,2021.0,Revista espanola de geriatria y gerontologia,,33775433.0,,https://pubmed.ncbi.nlm.nih.gov/33775433/,Journal Article,False,2026-04-23T01:41:11,pmid:33775433.0,physical exercise impact on variables related to emotional and functional well being in older adults
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",916480fcc5a81f17081ce2d97fef12a6,Age-dependent instability of mature neuronal fate in induced neurons from Alzheimer's patients.,,Mertens J; Herdy JR; Traxler L; Schafer ST; Schlachetzki JCM; Böhnke L; Reid DA; Lee H,2021.0,Cell stem cell,,33910058.0,,https://pubmed.ncbi.nlm.nih.gov/33910058/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:42,pmid:33910058.0,age dependent instability of mature neuronal fate in induced neurons from alzheimer s patients
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",e7b01e8bc67ab3f0bf80e16871e964d7,Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,,Napoleão A; Fernandes L; Miranda C; Marum AP,2021.0,Nutrients,,33920973.0,,https://pubmed.ncbi.nlm.nih.gov/33920973/,Comparative Study; Journal Article; Review,False,2026-04-23T01:41:02,pmid:33920973.0,effects of calorie restriction on health span and insulin resistance classic calorie restriction diet vs ketosis inducing diet
pubmed,peer_reviewed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),4a7459acf61e3568f31003b9bf9fa744,An aged immune system drives senescence and ageing of solid organs.,,Yousefzadeh MJ; Flores RR; Zhu Y; Schmiechen ZC; Brooks RW; Trussoni CE; Cui Y; Angelini L,2021.0,Nature,,33981041.0,,https://pubmed.ncbi.nlm.nih.gov/33981041/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:19,pmid:33981041.0,an aged immune system drives senescence and ageing of solid organs
pubmed,peer_reviewed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",ef6259b674d98aaa64d6e3fad0e47750,Heterogeneity of meningeal B cells reveals a lymphopoietic niche at the CNS borders.,,Brioschi S; Wang WL; Peng V; Wang M; Shchukina I; Greenberg ZJ; Bando JK; Jaeger N,2021.0,"Science (New York, N.Y.)",,34083450.0,,https://pubmed.ncbi.nlm.nih.gov/34083450/,"Journal Article; Research Support, N.I.H., Extramural",False,2026-04-23T01:41:54,pmid:34083450.0,heterogeneity of meningeal b cells reveals a lymphopoietic niche at the cns borders
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",3284f341ccfee8749810b72ca78f7d7f,Targeting immune dysfunction in aging.,,Borgoni S; Kudryashova KS; Burka K; de Magalhães JP,2021.0,Ageing research reviews,,34280555.0,,https://pubmed.ncbi.nlm.nih.gov/34280555/,Journal Article; Review,False,2026-04-23T01:40:55,pmid:34280555.0,targeting immune dysfunction in aging
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),551d30c5ae01535f4cdf762e5a3c3d5d,The Cancer SENESCopedia: A delineation of cancer cell senescence.,,Jochems F; Thijssen B; De Conti G; Jansen R; Pogacar Z; Groot K; Wang L; Schepers A,2021.0,Cell reports,,34320349.0,,https://pubmed.ncbi.nlm.nih.gov/34320349/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:33,pmid:34320349.0,the cancer senescopedia a delineation of cancer cell senescence
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",33718e2272199a5f78dcb40909e85f75,Aged skeletal stem cells generate an inflammatory degenerative niche.,,Ambrosi TH; Marecic O; McArdle A; Sinha R; Gulati GS; Tong X; Wang Y; Steininger HM,2021.0,Nature,,34381212.0,,https://pubmed.ncbi.nlm.nih.gov/34381212/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:34381212.0,aged skeletal stem cells generate an inflammatory degenerative niche
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",e5a70e9ee5b9b7e4617d765c7d0f6070,International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,,Izquierdo M; Merchant RA; Morley JE; Anker SD; Aprahamian I; Arai H; Aubertin-Leheudre M; Bernabei R,2021.0,"The journal of nutrition, health & aging",,34409961.0,,https://pubmed.ncbi.nlm.nih.gov/34409961/,"Consensus Statement; Journal Article; Practice Guideline; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:11,pmid:34409961.0,international exercise recommendations in older adults icfsr expert consensus guidelines
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",2deda09b5c594666614e3c0f2db13de2,Cellular reprogramming and epigenetic rejuvenation.,,Simpson DJ; Olova NN; Chandra T,2021.0,Clinical epigenetics,,34488874.0,,https://pubmed.ncbi.nlm.nih.gov/34488874/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:40:55,pmid:34488874.0,cellular reprogramming and epigenetic rejuvenation
pubmed,peer_reviewed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",584b8eaa31d0f2788622313f04ea31c5,"Preclinical and clinical evidence of NAD(+) precursors in health, disease, and ageing.",,Reiten OK; Wilvang MA; Mitchell SJ; Hu Z; Fang EF,2021.0,Mechanisms of ageing and development,,34517020.0,,https://pubmed.ncbi.nlm.nih.gov/34517020/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:27,pmid:34517020.0,preclinical and clinical evidence of nad precursors in health disease and ageing
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),843f07651fa6ad2813e7d22372f3cb62,Molecular mechanisms of dietary restriction promoting health and longevity.,,Green CL; Lamming DW; Fontana L,2022.0,Nature reviews. Molecular cell biology,,34518687.0,,https://pubmed.ncbi.nlm.nih.gov/34518687/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",False,2026-04-23T01:40:41,pmid:34518687.0,molecular mechanisms of dietary restriction promoting health and longevity
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c5611a768448d721b35f79105b29070c,DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study.,,Fiorito G; Caini S; Palli D; Bendinelli B; Saieva C; Ermini I; Valentini V; Assedi M,2021.0,Aging cell,,34535961.0,,https://pubmed.ncbi.nlm.nih.gov/34535961/,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:48,pmid:34535961.0,dna methylation based biomarkers of aging were slowed down in a two year diet and physical activity intervention trial the dama study
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),f735ab737b9dd47e108fc75e64087466,"Hepatic stellate cell senescence in liver fibrosis: Characteristics, mechanisms and perspectives.",,Zhang M; Serna-Salas S; Damba T; Borghesan M; Demaria M; Moshage H,2021.0,Mechanisms of ageing and development,,34536446.0,,https://pubmed.ncbi.nlm.nih.gov/34536446/,Journal Article; Review,False,2026-04-23T01:41:33,pmid:34536446.0,hepatic stellate cell senescence in liver fibrosis characteristics mechanisms and perspectives
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",e49703badd5af64250f2c7a863cd7de5,"Fasting drives the metabolic, molecular and geroprotective effects of a calorie-restricted diet in mice.",,Pak HH; Haws SA; Green CL; Koller M; Lavarias MT; Richardson NE; Yang SE; Dumas SN,2021.0,Nature metabolism,,34663973.0,,https://pubmed.ncbi.nlm.nih.gov/34663973/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",False,2026-04-23T01:41:02,pmid:34663973.0,fasting drives the metabolic molecular and geroprotective effects of a calorie restricted diet in mice
pubmed,peer_reviewed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),c0ce1d6dee247c124127f209099845b4,A toolkit for quantification of biological age from blood chemistry and organ function test data: BioAge.,,Kwon D; Belsky DW,2021.0,GeroScience,,34725754.0,,https://pubmed.ncbi.nlm.nih.gov/34725754/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:41,pmid:34725754.0,a toolkit for quantification of biological age from blood chemistry and organ function test data bioage
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),a30908c7c1a4ee29415b75c3dd6d7406,"Skeletal muscle aging, cellular senescence, and senotherapeutics: Current knowledge and future directions.",,Englund DA; Zhang X; Aversa Z; LeBrasseur NK,2021.0,Mechanisms of ageing and development,,34742751.0,,https://pubmed.ncbi.nlm.nih.gov/34742751/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:33,pmid:34742751.0,skeletal muscle aging cellular senescence and senotherapeutics current knowledge and future directions
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",3712e343b4e42e92fc7820ec88830586,Effects of anti-aging interventions on intestinal microbiota.,,Du Y; Gao Y; Zeng B; Fan X; Yang D; Yang M,2021.0,Gut microbes,,34743658.0,,https://pubmed.ncbi.nlm.nih.gov/34743658/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:48,pmid:34743658.0,effects of anti aging interventions on intestinal microbiota
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",59beb2b35dbef9c0aeda8266ccdf0c22,"Rejuvant®, a potential life-extending compound formulation with alpha-ketoglutarate and vitamins, conferred an average 8 year reduction in biological aging, after an average of 7 months of use, in the TruAge DNA methylation test.",,Demidenko O; Barardo D; Budovskii V; Finnemore R; Palmer FR; Kennedy BK; Budovskaya YV,2021.0,Aging,,34847066.0,,https://pubmed.ncbi.nlm.nih.gov/34847066/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:48,pmid:34847066.0,rejuvant a potential life extending compound formulation with alpha ketoglutarate and vitamins conferred an average 8 year reduction in biological aging after an average of 7 months of use in the truage dna methylation test
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),0246a6685064b4323792cf3b3ede7d47,The flavonoid procyanidin C1 has senotherapeutic activity and increases lifespan in mice.,,Xu Q; Fu Q; Li Z; Liu H; Wang Y; Lin X; He R; Zhang X,2021.0,Nature metabolism,,34873338.0,,https://pubmed.ncbi.nlm.nih.gov/34873338/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:33,pmid:34873338.0,the flavonoid procyanidin c1 has senotherapeutic activity and increases lifespan in mice
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",2d07f9d3a1f96436d482a2f68a4c4d16,"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",,Boyajian JL; Ghebretatios M; Schaly S; Islam P; Prakash S,2021.0,Nutrients,,34960102.0,,https://pubmed.ncbi.nlm.nih.gov/34960102/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:34960102.0,microbiome and human aging probiotic and prebiotic potentials in longevity skin health and cellular senescence
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",63e9afff924278b8dac60e7f5c8229e9,Emerging rejuvenation strategies-Reducing the biological age.,,Zhang B; Trapp A; Kerepesi C; Gladyshev VN,2022.0,Aging cell,,34972247.0,,https://pubmed.ncbi.nlm.nih.gov/34972247/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:40:48,pmid:34972247.0,emerging rejuvenation strategies reducing the biological age
pubmed,peer_reviewed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",175a98adcbeaf1ed9ca6be7bc8aebb9e,Associations Between Blood Pressure and Accelerated DNA Methylation Aging.,,Xiao L; Zan G; Liu C; Xu X; Li L; Chen X; Zhang Z; Yang X,2022.0,Journal of the American Heart Association,,35001659.0,,https://pubmed.ncbi.nlm.nih.gov/35001659/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:48,pmid:35001659.0,associations between blood pressure and accelerated dna methylation aging
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",a3879ea8e85e121e58a45161484b5e88,"Multifactorial Mechanism of Sarcopenia and Sarcopenic Obesity. Role of Physical Exercise, Microbiota and Myokines.",,Bilski J; Pierzchalski P; Szczepanik M; Bonior J; Zoladz JA,2022.0,Cells,,35011721.0,,https://pubmed.ncbi.nlm.nih.gov/35011721/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:35011721.0,multifactorial mechanism of sarcopenia and sarcopenic obesity role of physical exercise microbiota and myokines
pubmed,peer_reviewed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),f0d70f1d8af9b929413475afc82f7534,Targeting cellular senescence with senotherapeutics: senolytics and senomorphics.,,Zhang L; Pitcher LE; Prahalad V; Niedernhofer LJ; Robbins PD,2023.0,The FEBS journal,,35015337.0,,https://pubmed.ncbi.nlm.nih.gov/35015337/,"Journal Article; Review; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",False,2026-04-23T01:41:33,pmid:35015337.0,targeting cellular senescence with senotherapeutics senolytics and senomorphics
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",7d60a1986e1abbba7c85591dc17438cd,"A Review on Aging, Sarcopenia, Falls, and Resistance Training in Community-Dwelling Older Adults.",,Rodrigues F; Domingos C; Monteiro D; Morouço P,2022.0,International journal of environmental research and public health,,35055695.0,,https://pubmed.ncbi.nlm.nih.gov/35055695/,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,2026-04-23T01:41:11,pmid:35055695.0,a review on aging sarcopenia falls and resistance training in community dwelling older adults
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",4dd7247250cff2fc821447bc5a3c4fae,Stem cells to reverse aging.,,Chang L; Fan W; Pan X; Zhu X,2022.0,Chinese medical journal,,35089883.0,,https://pubmed.ncbi.nlm.nih.gov/35089883/,Journal Article,False,2026-04-23T01:40:55,pmid:35089883.0,stem cells to reverse aging
pubmed,peer_reviewed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",8acc4af58a17beb1624187e8328f1751,"Effects of Vivifrail multicomponent intervention on functional capacity: a multicentre, randomized controlled trial.",,Casas-Herrero Á; Sáez de Asteasu ML; Antón-Rodrigo I; Sánchez-Sánchez JL; Montero-Odasso M; Marín-Epelde I; Ramón-Espinoza F; Zambom-Ferraresi F,2022.0,"Journal of cachexia, sarcopenia and muscle",,35150086.0,,https://pubmed.ncbi.nlm.nih.gov/35150086/,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",False,2026-04-23T01:41:11,pmid:35150086.0,effects of vivifrail multicomponent intervention on functional capacity a multicentre randomized controlled trial
pubmed,peer_reviewed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",7551b95577ee39aa204221d8113d450b,The role of nutrition in inflammaging.,,Di Giosia P; Stamerra CA; Giorgini P; Jamialahamdi T; Butler AE; Sahebkar A,2022.0,Ageing research reviews,,35219904.0,,https://pubmed.ncbi.nlm.nih.gov/35219904/,Journal Article; Review,False,2026-04-23T01:41:48,pmid:35219904.0,the role of nutrition in inflammaging
pubmed,peer_reviewed,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",cd1882e0013bc75870cd641d883a1151,Multi-omic rejuvenation of naturally aged tissues by a single cycle of transient reprogramming.,,Chondronasiou D; Gill D; Mosteiro L; Urdinguio RG; Berenguer-Llergo A; Aguilera M; Durand S; Aprahamian F,2022.0,Aging cell,,35235716.0,,https://pubmed.ncbi.nlm.nih.gov/35235716/,"Journal Article; Research Support, Non-U.S. Gov't",False,2026-04-23T01:40:55,pmid:35235716.0,multi omic rejuvenation of naturally aged tissues by a single cycle of transient reprogramming
